Id: 33, Name: Lit candle, EquipId: 0
Id: 3438, Name: Pyre logs, EquipId: 640
Id: 3472, Name: Black plateskirt (t), EquipId: 646
Id: 3473, Name: Black plateskirt (g), EquipId: 647
Id: 3474, Name: Adam plateskirt (t), EquipId: 648
Id: 3475, Name: Adam plateskirt (g), EquipId: 649
Id: 3476, Name: Rune plateskirt (g), EquipId: 650
Id: 3477, Name: Rune plateskirt (t), EquipId: 651
Id: 3478, Name: Zamorak plateskirt, EquipId: 652
Id: 3479, Name: Saradomin plateskirt, EquipId: 653
Id: 3480, Name: Guthix plateskirt, EquipId: 654
Id: 3481, Name: Gilded platebody, EquipId: 655
Id: 3483, Name: Gilded platelegs, EquipId: 656
Id: 3485, Name: Gilded plateskirt, EquipId: 657
Id: 3486, Name: Gilded full helm, EquipId: 658
Id: 3488, Name: Gilded kiteshield, EquipId: 659
Id: 3528, Name: Clue scroll, EquipId: 626
Id: 3530, Name: Clue scroll, EquipId: 625
Id: 3532, Name: Clue scroll, EquipId: 624
Id: 3534, Name: Clue scroll, EquipId: 623
Id: 3537, Name: Casket, EquipId: 630
Id: 3539, Name: Casket, EquipId: 629
Id: 3541, Name: Casket, EquipId: 628
Id: 3543, Name: Casket, EquipId: 627
Id: 3549, Name: Casket, EquipId: 631
Id: 3688, Name: Unstrung lyre, EquipId: 660
Id: 3689, Name: Lyre, EquipId: 661
Id: 3690, Name: Enchanted lyre, EquipId: 662
Id: 3691, Name: Enchanted lyre(1), EquipId: 663
Id: 3695, Name: Pet rock, EquipId: 664
Id: 3711, Name: Keg of beer, EquipId: 665
Id: 3748, Name: Fremennik helm, EquipId: 666
Id: 3749, Name: Archer helm, EquipId: 667
Id: 3751, Name: Berserker helm, EquipId: 668
Id: 3753, Name: Warrior helm, EquipId: 669
Id: 3755, Name: Farseer helm, EquipId: 670
Id: 3757, Name: Fremennik blade, EquipId: 671
Id: 3758, Name: Fremennik shield, EquipId: 672
Id: 3759, Name: Fremennik cloak, EquipId: 673
Id: 3761, Name: Fremennik cloak, EquipId: 674
Id: 3762, Name: Fremennik cloak, EquipId: 657
Id: 3763, Name: Fremennik cloak, EquipId: 675
Id: 3764, Name: Fremennik cloak, EquipId: 656
Id: 3765, Name: Fremennik cloak, EquipId: 676
Id: 3766, Name: Fremennik cloak, EquipId: 655
Id: 3767, Name: Fremennik shirt, EquipId: 677
Id: 3769, Name: Fremennik shirt, EquipId: 678
Id: 3771, Name: Fremennik shirt, EquipId: 679
Id: 3773, Name: Fremennik shirt, EquipId: 680
Id: 3775, Name: Fremennik shirt, EquipId: 681
Id: 3777, Name: Fremennik cloak, EquipId: 682
Id: 3779, Name: Fremennik cloak, EquipId: 683
Id: 3781, Name: Fremennik cloak, EquipId: 684
Id: 3782, Name: Fremennik cloak, EquipId: 646
Id: 3783, Name: Fremennik cloak, EquipId: 685
Id: 3784, Name: Fremennik cloak, EquipId: 648
Id: 3785, Name: Fremennik cloak, EquipId: 686
Id: 3786, Name: Fremennik cloak, EquipId: 650
Id: 3787, Name: Fremennik cloak, EquipId: 687
Id: 3788, Name: Fremennik cloak, EquipId: 652
Id: 3789, Name: Fremennik cloak, EquipId: 688
Id: 3790, Name: Fremennik cloak, EquipId: 654
Id: 3791, Name: Fremennik boots, EquipId: 689
Id: 3793, Name: Fremennik robe, EquipId: 690
Id: 3795, Name: Fremennik skirt, EquipId: 691
Id: 3797, Name: Fremennik hat, EquipId: 692
Id: 3799, Name: Gloves, EquipId: 693
Id: 3801, Name: Keg of beer, EquipId: 694
Id: 3803, Name: Beer, EquipId: 695
Id: 3839, Name: Damaged book, EquipId: 696
Id: 3840, Name: Holy book, EquipId: 697
Id: 3841, Name: Damaged book, EquipId: 698
Id: 3842, Name: Unholy book, EquipId: 699
Id: 3843, Name: Damaged book, EquipId: 700
Id: 3844, Name: Book of balance, EquipId: 701
Id: 3853, Name: Games necklace(8), EquipId: 703
Id: 3855, Name: Games necklace(7), EquipId: 704
Id: 3857, Name: Games necklace(6), EquipId: 705
Id: 3859, Name: Games necklace(5), EquipId: 706
Id: 3861, Name: Games necklace(4), EquipId: 707
Id: 3863, Name: Games necklace(3), EquipId: 708
Id: 3865, Name: Games necklace(2), EquipId: 709
Id: 3867, Name: Games necklace(1), EquipId: 710
Id: 3871, Name: Board game piece, EquipId: 712
Id: 3873, Name: Board game piece, EquipId: 709
Id: 3875, Name: Board game piece, EquipId: 710
Id: 3877, Name: Board game piece, EquipId: 707
Id: 3879, Name: Board game piece, EquipId: 708
Id: 3881, Name: Board game piece, EquipId: 705
Id: 3883, Name: Board game piece, EquipId: 706
Id: 3885, Name: Board game piece, EquipId: 703
Id: 3887, Name: Board game piece, EquipId: 704
Id: 3893, Name: Stool, EquipId: 711
Id: 3899, Name: Iron sickle, EquipId: 712
Id: 3923, Name: Whoopsie, EquipId: 701
Id: 3925, Name: Whoopsie, EquipId: 702
Id: 3928, Name: Sliding button, EquipId: 696
Id: 3932, Name: Sliding button, EquipId: 700
Id: 3933, Name: Whoopsie, EquipId: 699
Id: 3934, Name: Sliding button, EquipId: 698
Id: 3935, Name: Whoopsie, EquipId: 697
Id: 3937, Name: Whoopsie, EquipId: 692
Id: 3939, Name: Whoopsie, EquipId: 693
Id: 3941, Name: Whoopsie, EquipId: 694
Id: 3943, Name: Whoopsie, EquipId: 695
Id: 3945, Name: Whoopsie, EquipId: 688
Id: 3947, Name: Whoopsie, EquipId: 689
Id: 3949, Name: Whoopsie, EquipId: 690
Id: 3951, Name: Whoopsie, EquipId: 691
Id: 3968, Name: Sliding button, EquipId: 675
Id: 3970, Name: Sliding button, EquipId: 674
Id: 3972, Name: Sliding button, EquipId: 673
Id: 3973, Name: Whoopsie, EquipId: 672
Id: 3974, Name: Sliding button, EquipId: 671
Id: 3976, Name: Sliding button, EquipId: 679
Id: 3978, Name: Sliding button, EquipId: 678
Id: 3980, Name: Sliding button, EquipId: 677
Id: 3982, Name: Sliding button, EquipId: 676
Id: 3985, Name: Whoopsie, EquipId: 683
Id: 3987, Name: Whoopsie, EquipId: 682
Id: 3989, Name: Whoopsie, EquipId: 681
Id: 3991, Name: Whoopsie, EquipId: 680
Id: 3993, Name: Whoopsie, EquipId: 687
Id: 3995, Name: Whoopsie, EquipId: 686
Id: 3997, Name: Whoopsie, EquipId: 685
Id: 3999, Name: Whoopsie, EquipId: 684
Id: 4021, Name: M'speak amulet, EquipId: 713
Id: 4025, Name: Monkey greegree, EquipId: 669
Id: 4027, Name: Monkey greegree, EquipId: 670
Id: 4028, Name: Monkey greegree, EquipId: 666
Id: 4029, Name: Monkey greegree, EquipId: 667
Id: 4031, Name: Monkey greegree, EquipId: 668
Id: 4035, Name: 10th squad sigil, EquipId: 714
Id: 4037, Name: Saradomin banner, EquipId: 715
Id: 4039, Name: Zamorak banner, EquipId: 716
Id: 4040, Name: Zamorak banner, EquipId: 665
Id: 4041, Name: Hooded cloak, EquipId: 717
Id: 4042, Name: Hooded cloak, EquipId: 718
Id: 4068, Name: Decorative sword, EquipId: 719
Id: 4069, Name: Decorative armour, EquipId: 720
Id: 4070, Name: Decorative armour, EquipId: 721
Id: 4071, Name: Decorative helm, EquipId: 722
Id: 4072, Name: Decorative shield, EquipId: 723
Id: 4073, Name: Damp tinderbox, EquipId: 724
Id: 4081, Name: Salve amulet, EquipId: 726
Id: 4083, Name: Sled, EquipId: 727
Id: 4084, Name: Sled, EquipId: 728
Id: 4085, Name: Wax, EquipId: 729
Id: 4086, Name: Trollweiss, EquipId: 730
Id: 4087, Name: Dragon platelegs, EquipId: 731
Id: 4089, Name: Mystic hat, EquipId: 732
Id: 4091, Name: Mystic robe top, EquipId: 733
Id: 4093, Name: Mystic robe bottom, EquipId: 734
Id: 4095, Name: Mystic gloves, EquipId: 735
Id: 4097, Name: Mystic boots, EquipId: 736
Id: 4099, Name: Mystic hat, EquipId: 737
Id: 4101, Name: Mystic robe top, EquipId: 738
Id: 4103, Name: Mystic robe bottom, EquipId: 739
Id: 4105, Name: Mystic gloves, EquipId: 740
Id: 4107, Name: Mystic boots, EquipId: 741
Id: 4109, Name: Mystic hat, EquipId: 742
Id: 4111, Name: Mystic robe top, EquipId: 743
Id: 4113, Name: Mystic robe bottom, EquipId: 744
Id: 4114, Name: Mystic robe bottom, EquipId: 768
Id: 4115, Name: Mystic gloves, EquipId: 745
Id: 4116, Name: Mystic gloves, EquipId: 769
Id: 4117, Name: Mystic boots, EquipId: 746
Id: 4118, Name: Mystic boots, EquipId: 771
Id: 4119, Name: Bronze boots, EquipId: 747
Id: 4120, Name: Bronze boots, EquipId: 773
Id: 4121, Name: Iron boots, EquipId: 748
Id: 4122, Name: Iron boots, EquipId: 775
Id: 4123, Name: Steel boots, EquipId: 749
Id: 4124, Name: Steel boots, EquipId: 777
Id: 4125, Name: Black boots, EquipId: 750
Id: 4126, Name: Black boots, EquipId: 779
Id: 4127, Name: Mithril boots, EquipId: 751
Id: 4129, Name: Adamant boots, EquipId: 752
Id: 4131, Name: Rune boots, EquipId: 753
Id: 4133, Name: Crawling hand, EquipId: 764
Id: 4135, Name: Banshee, EquipId: 763
Id: 4139, Name: Basilisk, EquipId: 765
Id: 4145, Name: Dust devil, EquipId: 766
Id: 4151, Name: Abyssal whip, EquipId: 754
Id: 4153, Name: Granite maul, EquipId: 755
Id: 4155, Name: Enchanted gem, EquipId: 756
Id: 4156, Name: Mirror shield, EquipId: 757
Id: 4157, Name: Mirror shield, EquipId: 767
Id: 4158, Name: Leaf-bladed spear, EquipId: 758
Id: 4159, Name: Leaf-bladed spear, EquipId: 759
Id: 4161, Name: Bag of salt, EquipId: 760
Id: 4162, Name: Rock hammer, EquipId: 761
Id: 4164, Name: Facemask, EquipId: 762
Id: 4166, Name: Earmuffs, EquipId: 763
Id: 4168, Name: Nose peg, EquipId: 764
Id: 4170, Name: Slayer's staff, EquipId: 765
Id: 4181, Name: Mouth grip, EquipId: 766
Id: 4192, Name: Extended brush, EquipId: 788
Id: 4193, Name: Extended brush, EquipId: 767
Id: 4194, Name: Torso, EquipId: 786
Id: 4195, Name: Arms, EquipId: 785
Id: 4196, Name: Legs, EquipId: 784
Id: 4197, Name: Decapitated head, EquipId: 783
Id: 4198, Name: Decapitated head, EquipId: 782
Id: 4199, Name: Pickled brain, EquipId: 781
Id: 4205, Name: Consecration seed, EquipId: 790
Id: 4207, Name: Crystal seed, EquipId: 789
Id: 4212, Name: New crystal bow, EquipId: 768
Id: 4214, Name: Crystal bow full, EquipId: 769
Id: 4215, Name: Crystal bow 9/10, EquipId: 770
Id: 4216, Name: Crystal bow 8/10, EquipId: 771
Id: 4217, Name: Crystal bow 7/10, EquipId: 772
Id: 4218, Name: Crystal bow 6/10, EquipId: 773
Id: 4219, Name: Crystal bow 5/10, EquipId: 774
Id: 4220, Name: Crystal bow 4/10, EquipId: 775
Id: 4221, Name: Crystal bow 3/10, EquipId: 776
Id: 4222, Name: Crystal bow 2/10, EquipId: 777
Id: 4223, Name: Crystal bow 1/10, EquipId: 778
Id: 4224, Name: New crystal shield, EquipId: 779
Id: 4225, Name: Crystal shield full, EquipId: 780
Id: 4226, Name: Crystal shield 9/10, EquipId: 781
Id: 4227, Name: Crystal shield 8/10, EquipId: 782
Id: 4228, Name: Crystal shield 7/10, EquipId: 783
Id: 4229, Name: Crystal shield 6/10, EquipId: 784
Id: 4230, Name: Crystal shield 5/10, EquipId: 785
Id: 4231, Name: Crystal shield 4/10, EquipId: 786
Id: 4232, Name: Crystal shield 3/10, EquipId: 787
Id: 4233, Name: Crystal shield 2/10, EquipId: 788
Id: 4234, Name: Crystal shield 1/10, EquipId: 789
Id: 4236, Name: Oak longbow, EquipId: 790
Id: 4238, Name: Puddle of slime, EquipId: 805
Id: 4241, Name: Nettles, EquipId: 814
Id: 4243, Name: Cup of tea, EquipId: 815
Id: 4245, Name: Cup of tea, EquipId: 816
Id: 4247, Name: Mystical robes, EquipId: 817
Id: 4249, Name: Translation manual, EquipId: 810
Id: 4250, Name: Ghostspeak amulet, EquipId: 791
Id: 4251, Name: Ectophial, EquipId: 792
Id: 4253, Name: Model ship, EquipId: 812
Id: 4255, Name: Bonemeal, EquipId: 813
Id: 4257, Name: Bonemeal, EquipId: 794
Id: 4259, Name: Bonemeal, EquipId: 793
Id: 4261, Name: Bonemeal, EquipId: 796
Id: 4263, Name: Bonemeal, EquipId: 795
Id: 4272, Name: Bone key, EquipId: 800
Id: 4277, Name: Treasure map, EquipId: 801
Id: 4282, Name: Whoopsie, EquipId: 797
Id: 4285, Name: Bedsheet, EquipId: 799
Id: 4287, Name: Raw beef, EquipId: 798
Id: 4288, Name: Raw beef, EquipId: 840
Id: 4290, Name: Raw chicken, EquipId: 841
Id: 4292, Name: Cooked chicken, EquipId: 838
Id: 4294, Name: Cooked meat, EquipId: 839
Id: 4296, Name: Whoopsie, EquipId: 836
Id: 4298, Name: Ham shirt, EquipId: 793
Id: 4300, Name: Ham robe, EquipId: 794
Id: 4302, Name: Ham hood, EquipId: 795
Id: 4304, Name: Ham cloak, EquipId: 796
Id: 4305, Name: Ham cloak, EquipId: 848
Id: 4306, Name: H.a.m logo, EquipId: 797
Id: 4307, Name: H.a.m logo, EquipId: 849
Id: 4308, Name: Gloves, EquipId: 798
Id: 4309, Name: Gloves, EquipId: 846
Id: 4310, Name: Boots, EquipId: 799
Id: 4311, Name: Boots, EquipId: 847
Id: 4313, Name: Crystal of seren, EquipId: 844
Id: 4315, Name: Team-1 cape, EquipId: 800
Id: 4317, Name: Team-2 cape, EquipId: 801
Id: 4319, Name: Team-3 cape, EquipId: 802
Id: 4320, Name: Team-3 cape, EquipId: 825
Id: 4321, Name: Team-4 cape, EquipId: 803
Id: 4322, Name: Team-4 cape, EquipId: 824
Id: 4323, Name: Team-5 cape, EquipId: 804
Id: 4324, Name: Team-5 cape, EquipId: 823
Id: 4325, Name: Team-6 cape, EquipId: 805
Id: 4326, Name: Team-6 cape, EquipId: 822
Id: 4327, Name: Team-7 cape, EquipId: 806
Id: 4328, Name: Team-7 cape, EquipId: 821
Id: 4329, Name: Team-8 cape, EquipId: 807
Id: 4330, Name: Team-8 cape, EquipId: 820
Id: 4331, Name: Team-9 cape, EquipId: 808
Id: 4332, Name: Team-9 cape, EquipId: 819
Id: 4333, Name: Team-10 cape, EquipId: 809
Id: 4334, Name: Team-10 cape, EquipId: 818
Id: 4335, Name: Team-11 cape, EquipId: 810
Id: 4337, Name: Team-12 cape, EquipId: 811
Id: 4339, Name: Team-13 cape, EquipId: 812
Id: 4341, Name: Team-14 cape, EquipId: 813
Id: 4343, Name: Team-15 cape, EquipId: 814
Id: 4345, Name: Team-16 cape, EquipId: 815
Id: 4347, Name: Team-17 cape, EquipId: 816
Id: 4349, Name: Team-18 cape, EquipId: 817
Id: 4351, Name: Team-19 cape, EquipId: 818
Id: 4353, Name: Team-20 cape, EquipId: 819
Id: 4355, Name: Team-21 cape, EquipId: 820
Id: 4357, Name: Team-22 cape, EquipId: 821
Id: 4359, Name: Team-23 cape, EquipId: 822
Id: 4361, Name: Team-24 cape, EquipId: 823
Id: 4363, Name: Team-25 cape, EquipId: 824
Id: 4365, Name: Team-26 cape, EquipId: 825
Id: 4367, Name: Team-27 cape, EquipId: 826
Id: 4369, Name: Team-28 cape, EquipId: 827
Id: 4371, Name: Team-29 cape, EquipId: 828
Id: 4373, Name: Team-30 cape, EquipId: 829
Id: 4375, Name: Team-31 cape, EquipId: 830
Id: 4377, Name: Team-32 cape, EquipId: 831
Id: 4379, Name: Team-33 cape, EquipId: 832
Id: 4381, Name: Team-34 cape, EquipId: 833
Id: 4383, Name: Team-35 cape, EquipId: 834
Id: 4385, Name: Team-36 cape, EquipId: 835
Id: 4387, Name: Team-37 cape, EquipId: 836
Id: 4389, Name: Team-38 cape, EquipId: 837
Id: 4391, Name: Team-39 cape, EquipId: 838
Id: 4393, Name: Team-40 cape, EquipId: 839
Id: 4395, Name: Team-41 cape, EquipId: 840
Id: 4397, Name: Team-42 cape, EquipId: 841
Id: 4399, Name: Team-43 cape, EquipId: 842
Id: 4401, Name: Team-44 cape, EquipId: 843
Id: 4403, Name: Team-45 cape, EquipId: 844
Id: 4405, Name: Team-46 cape, EquipId: 845
Id: 4407, Name: Team-47 cape, EquipId: 846
Id: 4409, Name: Team-48 cape, EquipId: 847
Id: 4411, Name: Team-49 cape, EquipId: 848
Id: 4413, Name: Team-50 cape, EquipId: 849
Id: 4425, Name: Stodgy mattress, EquipId: 715
Id: 4427, Name: Iron oxide, EquipId: 714
Id: 4435, Name: Weather report, EquipId: 850
Id: 4440, Name: Pot lid, EquipId: 713
Id: 4480, Name: Herb tea mix, EquipId: 736
Id: 4482, Name: Herb tea mix, EquipId: 735
Id: 4484, Name: Safety guarantee, EquipId: 738
Id: 4486, Name: White pearl seed, EquipId: 737
Id: 4488, Name: Corpse of woman, EquipId: 732
Id: 4490, Name: Mud, EquipId: 731
Id: 4492, Name: Rock, EquipId: 734
Id: 4494, Name: Pole, EquipId: 733
Id: 4497, Name: Broken pole, EquipId: 726
Id: 4498, Name: Rope, EquipId: 851
Id: 4500, Name: Pole, EquipId: 852
Id: 4501, Name: Pole, EquipId: 853
Id: 4502, Name: Bearhead, EquipId: 854
Id: 4503, Name: Decorative sword, EquipId: 855
Id: 4504, Name: Decorative armour, EquipId: 856
Id: 4505, Name: Decorative armour, EquipId: 857
Id: 4506, Name: Decorative helm, EquipId: 858
Id: 4507, Name: Decorative shield, EquipId: 859
Id: 4508, Name: Decorative sword, EquipId: 860
Id: 4509, Name: Decorative armour, EquipId: 861
Id: 4510, Name: Decorative armour, EquipId: 862
Id: 4511, Name: Decorative helm, EquipId: 863
Id: 4512, Name: Decorative shield, EquipId: 864
Id: 4513, Name: Castlewars hood, EquipId: 865
Id: 4514, Name: Castlewars cloak, EquipId: 866
Id: 4515, Name: Castlewars hood, EquipId: 867
Id: 4516, Name: Castlewars cloak, EquipId: 868
Id: 4517, Name: Giant frog legs, EquipId: 719
Id: 4518, Name: Giant frog legs, EquipId: 720
Id: 4519, Name: Swamp wallbeast, EquipId: 721
Id: 4537, Name: Oil lantern, EquipId: 716
Id: 4538, Name: Oil lantern, EquipId: 718
Id: 4539, Name: Oil lantern, EquipId: 717
Id: 4545, Name: Bullseye lantern, EquipId: 760
Id: 4546, Name: Bullseye lantern, EquipId: 758
Id: 4547, Name: Bullseye lantern, EquipId: 759
Id: 4548, Name: Bullseye lantern, EquipId: 757
Id: 4551, Name: Spiny helmet, EquipId: 869
Id: 4552, Name: Spiny helmet, EquipId: 755
Id: 4558, Name: Blue sweets, EquipId: 754
Id: 4565, Name: Basket of eggs, EquipId: 870
Id: 4566, Name: Rubber chicken, EquipId: 871
Id: 4567, Name: Gold helmet, EquipId: 872
Id: 4576, Name: Schematics, EquipId: 753
Id: 4580, Name: Black spear, EquipId: 873
Id: 4582, Name: Black spear(p), EquipId: 874
Id: 4584, Name: Black spear(kp), EquipId: 875
Id: 4585, Name: Dragon plateskirt, EquipId: 876
Id: 4586, Name: Dragon plateskirt, EquipId: 750
Id: 4587, Name: Dragon scimitar, EquipId: 877
Id: 4588, Name: Dragon scimitar, EquipId: 747
Id: 4590, Name: Jewels, EquipId: 748
Id: 4593, Name: Fake beard, EquipId: 745
Id: 4595, Name: Karidian disguise, EquipId: 746
Id: 4597, Name: Note, EquipId: 743
Id: 4599, Name: Oak-blackjack, EquipId: 878
Id: 4600, Name: Willow-blackjack, EquipId: 879
Id: 4601, Name: Ugthanki dung, EquipId: 741
Id: 4603, Name: Receipt, EquipId: 742
Id: 4605, Name: Snake charm, EquipId: 880
Id: 4607, Name: Snake basket full, EquipId: 740
Id: 4611, Name: Desert disguise, EquipId: 881
Id: 4613, Name: Spinning plate, EquipId: 882
Id: 4614, Name: Broken plate, EquipId: 883
Id: 4659, Name: Blessed pot, EquipId: 885
Id: 4661, Name: Blessed pot, EquipId: 884
Id: 4675, Name: Ancient staff, EquipId: 884
Id: 4677, Name: Catspeak amulet, EquipId: 885
Id: 4688, Name: Bucket of sap, EquipId: 887
Id: 4689, Name: Pile of salt, EquipId: 888
Id: 4692, Name: Gold leaf, EquipId: 886
Id: 4694, Name: Steam rune, EquipId: 890
Id: 4696, Name: Dust rune, EquipId: 891
Id: 4698, Name: Mud rune, EquipId: 892
Id: 4700, Name: Sapphire lantern, EquipId: 893
Id: 4702, Name: Sapphire lantern, EquipId: 894
Id: 4704, Name: Stone bowl, EquipId: 887
Id: 4707, Name: Crumbling tome, EquipId: 895
Id: 4708, Name: Ahrims hood, EquipId: 889
Id: 4710, Name: Ahrims staff, EquipId: 890
Id: 4712, Name: Ahrims robetop, EquipId: 891
Id: 4714, Name: Ahrims robeskirt, EquipId: 892
Id: 4716, Name: Dharoks helm, EquipId: 893
Id: 4718, Name: Dharoks greataxe, EquipId: 894
Id: 4720, Name: Dharoks platebody, EquipId: 895
Id: 4721, Name: Dharoks platebody, EquipId: 904
Id: 4722, Name: Dharoks platelegs, EquipId: 896
Id: 4723, Name: Dharoks platelegs, EquipId: 903
Id: 4724, Name: Guthans helm, EquipId: 897
Id: 4726, Name: Guthans warspear, EquipId: 898
Id: 4728, Name: Guthans platebody, EquipId: 899
Id: 4730, Name: Guthans chainskirt, EquipId: 900
Id: 4732, Name: Karils coif, EquipId: 901
Id: 4734, Name: Karils crossbow, EquipId: 902
Id: 4736, Name: Karils leathertop, EquipId: 903
Id: 4738, Name: Karils leatherskirt, EquipId: 904
Id: 4745, Name: Torags helm, EquipId: 905
Id: 4747, Name: Torags hammers, EquipId: 906
Id: 4748, Name: Torags hammers, EquipId: 908
Id: 4749, Name: Torags platebody, EquipId: 907
Id: 4750, Name: Torags platebody, EquipId: 909
Id: 4751, Name: Torags platelegs, EquipId: 908
Id: 4753, Name: Veracs helm, EquipId: 909
Id: 4755, Name: Veracs flail, EquipId: 910
Id: 4757, Name: Veracs brassard, EquipId: 911
Id: 4759, Name: Veracs plateskirt, EquipId: 912
Id: 4809, Name: Torn page, EquipId: 913
Id: 4814, Name: Sithik portrait, EquipId: 914
Id: 4815, Name: Sithik portrait, EquipId: 915
Id: 4816, Name: Signed portrait, EquipId: 916
Id: 4817, Name: Book of portraiture, EquipId: 917
Id: 4827, Name: Comp ogre bow, EquipId: 918
Id: 4829, Name: Book of 'h.a.m', EquipId: 919
Id: 4833, Name: Raurg bones, EquipId: 914
Id: 4836, Name: Strange potion, EquipId: 917
Id: 4837, Name: Necromancy book, EquipId: 920
Id: 4838, Name: Cup of tea, EquipId: 915
Id: 4839, Name: Ogre gate key, EquipId: 916
Id: 4844, Name: Relicym's balm(3), EquipId: 913
Id: 4849, Name: Relicym's balm(1), EquipId: 919
Id: 4851, Name: Ogre coffin key, EquipId: 918
Id: 4856, Name: Ahrims hood 100, EquipId: 921
Id: 4857, Name: Ahrims hood 75, EquipId: 922
Id: 4858, Name: Ahrims hood 50, EquipId: 923
Id: 4859, Name: Ahrims hood 25, EquipId: 924
Id: 4860, Name: Ahrims hood 0, EquipId: 925
Id: 4862, Name: Ahrims staff 100, EquipId: 926
Id: 4863, Name: Ahrims staff 75, EquipId: 927
Id: 4864, Name: Ahrims staff 50, EquipId: 928
Id: 4865, Name: Ahrims staff 25, EquipId: 929
Id: 4866, Name: Ahrims staff 0, EquipId: 930
Id: 4867, Name: Ahrims staff 0, EquipId: 850
Id: 4868, Name: Ahrims top 100, EquipId: 931
Id: 4869, Name: Ahrims top 75, EquipId: 932
Id: 4870, Name: Ahrims top 50, EquipId: 933
Id: 4871, Name: Ahrims top 25, EquipId: 934
Id: 4872, Name: Ahrims top 0, EquipId: 935
Id: 4874, Name: Ahrims skirt 100, EquipId: 936
Id: 4875, Name: Ahrims skirt 75, EquipId: 937
Id: 4876, Name: Ahrims skirt 50, EquipId: 938
Id: 4877, Name: Ahrims skirt 25, EquipId: 939
Id: 4878, Name: Ahrims skirt 0, EquipId: 940
Id: 4880, Name: Dharoks helm 100, EquipId: 941
Id: 4881, Name: Dharoks helm 75, EquipId: 942
Id: 4882, Name: Dharoks helm 50, EquipId: 943
Id: 4883, Name: Dharoks helm 25, EquipId: 944
Id: 4884, Name: Dharoks helm 0, EquipId: 945
Id: 4886, Name: Dharoks axe 100, EquipId: 946
Id: 4887, Name: Dharoks axe 75, EquipId: 947
Id: 4888, Name: Dharoks axe 50, EquipId: 948
Id: 4889, Name: Dharoks axe 25, EquipId: 949
Id: 4890, Name: Dharoks axe 0, EquipId: 950
Id: 4892, Name: Dharoks body 100, EquipId: 951
Id: 4893, Name: Dharoks body 75, EquipId: 952
Id: 4894, Name: Dharoks body 50, EquipId: 953
Id: 4895, Name: Dharoks body 25, EquipId: 954
Id: 4896, Name: Dharoks body 0, EquipId: 955
Id: 4898, Name: Dharoks legs 100, EquipId: 956
Id: 4899, Name: Dharoks legs 75, EquipId: 957
Id: 4900, Name: Dharoks legs 50, EquipId: 958
Id: 4901, Name: Dharoks legs 25, EquipId: 959
Id: 4902, Name: Dharoks legs 0, EquipId: 960
Id: 4904, Name: Guthans helm 100, EquipId: 961
Id: 4905, Name: Guthans helm 75, EquipId: 962
Id: 4906, Name: Guthans helm 50, EquipId: 963
Id: 4907, Name: Guthans helm 25, EquipId: 964
Id: 4908, Name: Guthans helm 0, EquipId: 965
Id: 4910, Name: Guthans spear 100, EquipId: 966
Id: 4911, Name: Guthans spear 75, EquipId: 967
Id: 4912, Name: Guthans spear 50, EquipId: 968
Id: 4913, Name: Guthans spear 25, EquipId: 969
Id: 4914, Name: Guthans spear 0, EquipId: 970
Id: 4916, Name: Guthans body 100, EquipId: 971
Id: 4917, Name: Guthans body 75, EquipId: 972
Id: 4918, Name: Guthans body 50, EquipId: 973
Id: 4919, Name: Guthans body 25, EquipId: 974
Id: 4920, Name: Guthans body 0, EquipId: 975
Id: 4922, Name: Guthans skirt 100, EquipId: 976
Id: 4923, Name: Guthans skirt 75, EquipId: 977
Id: 4924, Name: Guthans skirt 50, EquipId: 978
Id: 4925, Name: Guthans skirt 25, EquipId: 979
Id: 4926, Name: Guthans skirt 0, EquipId: 980
Id: 4928, Name: Karils coif 100, EquipId: 981
Id: 4929, Name: Karils coif 75, EquipId: 982
Id: 4930, Name: Karils coif 50, EquipId: 983
Id: 4931, Name: Karils coif 25, EquipId: 984
Id: 4932, Name: Karils coif 0, EquipId: 985
Id: 4933, Name: Karils coif 0, EquipId: 853
Id: 4934, Name: Karils x-bow 100, EquipId: 986
Id: 4935, Name: Karils x-bow 75, EquipId: 987
Id: 4936, Name: Karils x-bow 50, EquipId: 988
Id: 4937, Name: Karils x-bow 25, EquipId: 989
Id: 4938, Name: Karils x-bow 0, EquipId: 990
Id: 4939, Name: Karils x-bow 0, EquipId: 855
Id: 4940, Name: Karils top 100, EquipId: 991
Id: 4941, Name: Karils top 75, EquipId: 992
Id: 4942, Name: Karils top 50, EquipId: 993
Id: 4943, Name: Karils top 25, EquipId: 994
Id: 4944, Name: Karils top 0, EquipId: 995
Id: 4946, Name: Karils skirt 100, EquipId: 996
Id: 4947, Name: Karils skirt 75, EquipId: 997
Id: 4948, Name: Karils skirt 50, EquipId: 998
Id: 4949, Name: Karils skirt 25, EquipId: 999
Id: 4950, Name: Karils skirt 0, EquipId: 1000
Id: 4952, Name: Torags helm 100, EquipId: 1001
Id: 4953, Name: Torags helm 75, EquipId: 1002
Id: 4954, Name: Torags helm 50, EquipId: 1003
Id: 4955, Name: Torags helm 25, EquipId: 1004
Id: 4956, Name: Torags helm 0, EquipId: 1005
Id: 4958, Name: Torags hammer 100, EquipId: 1006
Id: 4959, Name: Torags hammer 75, EquipId: 1007
Id: 4960, Name: Torags hammer 50, EquipId: 1008
Id: 4961, Name: Torags hammer 25, EquipId: 1009
